date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)"
2016-01-22,3분위수,35.0,49.0,8365.0,238.0,4501.0
2016-01-22,4분위수,91.0,245.0,9317.0,574.0,8130.0
2016-01-23,1분위수,84.0,112.0,8980.0,224.0,4458.0
2016-01-23,2분위수,77.0,133.0,8362.0,329.0,5334.0
2016-01-23,3분위수,77.0,105.0,8993.0,308.0,5555.0
2016-01-23,4분위수,147.0,378.0,11124.0,406.0,8122.0
2016-01-24,1분위수,28.0,84.0,8192.0,259.0,4028.0
2016-01-24,2분위수,119.0,133.0,8508.0,406.0,4890.0
2016-01-24,3분위수,77.0,28.0,8120.0,308.0,5423.0
2016-01-24,4분위수,217.0,231.0,9200.0,574.0,8174.0
2016-01-25,1분위수,35.0,35.0,7452.0,322.0,3205.0
2016-01-25,2분위수,56.0,147.0,8271.0,357.0,4708.0
2016-01-25,3분위수,35.0,98.0,9174.0,364.0,3992.0
2016-01-25,4분위수,105.0,154.0,9882.0,469.0,8084.0
2016-01-26,1분위수,56.0,21.0,7435.0,210.0,3887.0
2016-01-26,2분위수,14.0,70.0,8200.0,252.0,4959.0
2016-01-26,3분위수,28.0,112.0,9130.0,357.0,4571.0
2016-01-26,4분위수,70.0,266.0,10644.0,378.0,8018.0
2016-01-27,1분위수,21.0,112.0,8880.0,273.0,3746.0
2016-01-27,2분위수,56.0,112.0,9563.0,273.0,5347.0
2016-01-27,3분위수,56.0,77.0,9376.0,315.0,4711.0
2016-01-27,4분위수,126.0,252.0,9044.0,511.0,9158.0
2016-01-28,1분위수,56.0,91.0,8241.0,301.0,4120.0
2016-01-28,2분위수,42.0,189.0,9358.0,406.0,5136.0
2016-01-28,3분위수,63.0,196.0,8105.0,294.0,4737.0
2016-01-28,4분위수,77.0,210.0,9551.0,427.0,8960.0
2016-01-29,1분위수,42.0,105.0,8051.0,266.0,5019.0
2016-01-29,2분위수,21.0,203.0,8579.0,231.0,6260.0
2016-01-29,3분위수,49.0,133.0,9365.0,266.0,5916.0
2016-01-29,4분위수,91.0,343.0,8715.0,567.0,7192.0
2016-01-30,1분위수,49.0,98.0,7742.0,196.0,5185.0
2016-01-30,2분위수,21.0,196.0,9419.0,336.0,5823.0
2016-01-30,3분위수,21.0,182.0,8713.0,287.0,6458.0
2016-01-30,4분위수,77.0,252.0,11288.0,616.0,7714.0
2016-01-31,1분위수,28.0,70.0,7440.0,238.0,4491.0
2016-01-31,2분위수,21.0,119.0,8042.0,329.0,6006.0
2016-01-31,3분위수,49.0,168.0,9847.0,315.0,5166.0
2016-01-31,4분위수,119.0,322.0,9589.0,392.0,8904.0
2016-02-01,1분위수,35.0,63.0,7094.0,322.0,3429.0
2016-02-01,2분위수,56.0,196.0,7787.0,301.0,4112.0
2016-02-01,3분위수,42.0,126.0,8727.0,336.0,3791.0
2016-02-01,4분위수,119.0,273.0,10354.0,637.0,9028.0
2016-02-02,1분위수,49.0,63.0,7396.0,224.0,3658.0
2016-02-02,2분위수,35.0,140.0,8412.0,252.0,4103.0
2016-02-02,3분위수,14.0,210.0,7162.0,308.0,4633.0
2016-02-02,4분위수,119.0,301.0,10579.0,378.0,7679.0
2016-02-03,1분위수,35.0,133.0,7266.0,329.0,3424.0
2016-02-03,2분위수,35.0,161.0,6977.0,336.0,4931.0
2016-02-03,3분위수,35.0,154.0,8633.0,273.0,4905.0
2016-02-03,4분위수,77.0,210.0,10336.0,546.0,8516.0
2016-02-04,1분위수,28.0,119.0,7096.0,336.0,3482.0
2016-02-04,2분위수,28.0,280.0,9419.0,322.0,5246.0
2016-02-04,3분위수,35.0,98.0,8312.0,266.0,4535.0
2016-02-04,4분위수,112.0,343.0,10111.0,602.0,7572.0
2016-02-05,1분위수,28.0,119.0,7360.0,238.0,4137.0
2016-02-05,2분위수,21.0,112.0,8885.0,350.0,5110.0
2016-02-05,3분위수,42.0,154.0,9576.0,252.0,5066.0
2016-02-05,4분위수,91.0,427.0,10817.0,504.0,9461.0
2016-02-06,1분위수,49.0,77.0,7700.0,238.0,3926.0
2016-02-06,2분위수,7.0,126.0,7476.0,301.0,5356.0
2016-02-06,3분위수,56.0,77.0,8994.0,287.0,5849.0
2016-02-06,4분위수,91.0,252.0,10856.0,532.0,9014.0
2016-02-07,1분위수,28.0,49.0,6761.0,273.0,4473.0
2016-02-07,2분위수,70.0,84.0,8601.0,287.0,5001.0
2016-02-07,3분위수,98.0,112.0,8120.0,315.0,4987.0
2016-02-07,4분위수,77.0,196.0,11366.0,539.0,9810.0
2016-02-08,1분위수,14.0,42.0,8029.0,273.0,5459.0
2016-02-08,2분위수,56.0,147.0,8508.0,420.0,6529.0
2016-02-08,3분위수,28.0,70.0,8531.0,294.0,7204.0
2016-02-08,4분위수,77.0,196.0,10753.0,441.0,9395.0
2016-02-09,1분위수,21.0,91.0,7372.0,210.0,4631.0
2016-02-09,2분위수,77.0,105.0,9127.0,350.0,4913.0
2016-02-09,3분위수,28.0,133.0,8627.0,371.0,5881.0
2016-02-09,4분위수,42.0,154.0,9898.0,567.0,9299.0
2016-02-10,1분위수,35.0,84.0,6916.0,217.0,3865.0
2016-02-10,2분위수,28.0,105.0,9052.0,259.0,6024.0
2016-02-10,3분위수,28.0,161.0,7485.0,315.0,4965.0
2016-02-10,4분위수,154.0,245.0,10523.0,539.0,7338.0
2016-02-11,1분위수,42.0,84.0,6919.0,336.0,3681.0
2016-02-11,2분위수,77.0,231.0,7941.0,287.0,4750.0
2016-02-11,3분위수,28.0,119.0,7396.0,294.0,4854.0
2016-02-11,4분위수,77.0,259.0,10527.0,455.0,9738.0
2016-02-12,1분위수,28.0,105.0,7385.0,203.0,4048.0
2016-02-12,2분위수,21.0,210.0,9118.0,315.0,4872.0
2016-02-12,3분위수,28.0,91.0,7380.0,294.0,4835.0
2016-02-12,4분위수,49.0,343.0,10457.0,518.0,8665.0
2016-02-13,1분위수,14.0,140.0,7512.0,196.0,4335.0
2016-02-13,2분위수,35.0,238.0,8655.0,392.0,5768.0
2016-02-13,3분위수,91.0,182.0,8984.0,301.0,5118.0
2016-02-13,4분위수,42.0,266.0,9182.0,595.0,8399.0
2016-02-14,1분위수,42.0,63.0,7809.0,273.0,3570.0
2016-02-14,2분위수,56.0,196.0,8916.0,350.0,4989.0
2016-02-14,3분위수,35.0,133.0,7823.0,392.0,5512.0
2016-02-14,4분위수,161.0,343.0,9726.0,567.0,9264.0
2016-02-15,1분위수,77.0,126.0,7535.0,224.0,2774.0
2016-02-15,2분위수,70.0,84.0,8213.0,301.0,4300.0
2016-02-15,3분위수,56.0,119.0,7951.0,301.0,3852.0
2016-02-15,4분위수,98.0,196.0,10197.0,609.0,8015.0
2016-02-16,1분위수,42.0,119.0,7802.0,203.0,3593.0
2016-02-16,2분위수,7.0,189.0,8533.0,399.0,4351.0
2016-02-16,3분위수,84.0,84.0,8648.0,336.0,4902.0
2016-02-16,4분위수,98.0,287.0,10697.0,581.0,8575.0
2016-02-17,1분위수,28.0,91.0,7383.0,259.0,3130.0
2016-02-17,2분위수,56.0,105.0,8866.0,315.0,5489.0
2016-02-17,3분위수,42.0,147.0,7690.0,392.0,4871.0
2016-02-17,4분위수,49.0,280.0,10760.0,469.0,8700.0
2016-02-18,1분위수,56.0,140.0,7797.0,280.0,4174.0
2016-02-18,2분위수,49.0,273.0,9470.0,259.0,5517.0
2016-02-18,3분위수,77.0,154.0,7999.0,238.0,5045.0
2016-02-18,4분위수,105.0,294.0,10764.0,567.0,9027.0
2016-02-19,1분위수,49.0,161.0,7709.0,336.0,4084.0
2016-02-19,2분위수,84.0,203.0,8734.0,252.0,5296.0
2016-02-19,3분위수,84.0,168.0,8308.0,350.0,5166.0
2016-02-19,4분위수,126.0,322.0,10285.0,462.0,10913.0
2016-02-20,1분위수,28.0,182.0,7614.0,105.0,4230.0
2016-02-20,2분위수,56.0,154.0,7886.0,336.0,6476.0
2016-02-20,3분위수,70.0,189.0,8389.0,294.0,5657.0
2016-02-20,4분위수,140.0,231.0,12088.0,595.0,8491.0
2016-02-21,1분위수,42.0,105.0,8020.0,217.0,4131.0
2016-02-21,2분위수,70.0,231.0,7771.0,336.0,4996.0
2016-02-21,3분위수,42.0,147.0,9561.0,329.0,6240.0
2016-02-21,4분위수,70.0,385.0,11056.0,581.0,8945.0
2016-02-22,1분위수,42.0,105.0,7284.0,273.0,3352.0
2016-02-22,2분위수,21.0,112.0,7721.0,245.0,5271.0
2016-02-22,3분위수,63.0,154.0,8281.0,273.0,4777.0
2016-02-22,4분위수,203.0,336.0,10728.0,469.0,7990.0
2016-02-23,1분위수,56.0,112.0,7421.0,294.0,3374.0
2016-02-23,2분위수,70.0,224.0,7704.0,301.0,5409.0
2016-02-23,3분위수,56.0,154.0,9232.0,266.0,4339.0
2016-02-23,4분위수,98.0,259.0,10234.0,609.0,8100.0
2016-02-24,1분위수,28.0,77.0,8497.0,371.0,3549.0
2016-02-24,2분위수,70.0,168.0,8318.0,350.0,4830.0
2016-02-24,3분위수,70.0,161.0,7470.0,252.0,4655.0
2016-02-24,4분위수,112.0,231.0,9547.0,602.0,9222.0
2016-02-25,1분위수,35.0,154.0,7918.0,189.0,3471.0
2016-02-25,2분위수,35.0,196.0,9180.0,371.0,5361.0
2016-02-25,3분위수,35.0,189.0,9667.0,364.0,4248.0
2016-02-25,4분위수,112.0,273.0,10348.0,588.0,9427.0
2016-02-26,1분위수,14.0,154.0,8701.0,266.0,4675.0
2016-02-26,2분위수,21.0,210.0,9048.0,350.0,5990.0
2016-02-26,3분위수,35.0,175.0,10135.0,259.0,5394.0
2016-02-26,4분위수,63.0,273.0,10165.0,504.0,9210.0
2016-02-27,1분위수,35.0,112.0,7191.0,252.0,5427.0
2016-02-27,2분위수,70.0,259.0,8383.0,287.0,5850.0
2016-02-27,3분위수,7.0,217.0,7680.0,343.0,5664.0
2016-02-27,4분위수,77.0,210.0,9796.0,525.0,10092.0
2016-02-28,1분위수,7.0,126.0,8494.0,273.0,4916.0
2016-02-28,2분위수,7.0,182.0,9234.0,322.0,5847.0
2016-02-28,3분위수,21.0,196.0,8759.0,280.0,7366.0
2016-02-28,4분위수,42.0,294.0,9312.0,553.0,8198.0
2016-02-29,1분위수,14.0,133.0,7692.0,182.0,3885.0
2016-02-29,2분위수,56.0,91.0,9508.0,329.0,5757.0
2016-02-29,3분위수,84.0,133.0,8531.0,378.0,4996.0
2016-02-29,4분위수,126.0,294.0,10534.0,441.0,7105.0
2016-03-01,1분위수,35.0,196.0,8135.0,210.0,4470.0
2016-03-01,2분위수,70.0,231.0,9177.0,329.0,5721.0
2016-03-01,3분위수,14.0,161.0,8568.0,252.0,5601.0
2016-03-01,4분위수,77.0,308.0,9282.0,441.0,8231.0
2016-03-02,1분위수,21.0,161.0,7555.0,217.0,4045.0
2016-03-02,2분위수,35.0,210.0,9889.0,308.0,4766.0
2016-03-02,3분위수,28.0,217.0,9163.0,336.0,5003.0
2016-03-02,4분위수,126.0,287.0,10633.0,518.0,7750.0
2016-03-03,1분위수,42.0,147.0,7079.0,210.0,4473.0
2016-03-03,2분위수,7.0,112.0,8175.0,364.0,6104.0
2016-03-03,3분위수,49.0,217.0,7243.0,322.0,5432.0
2016-03-03,4분위수,42.0,238.0,9211.0,483.0,7359.0
2016-03-04,1분위수,42.0,168.0,7827.0,238.0,5399.0
2016-03-04,2분위수,56.0,175.0,10114.0,364.0,6272.0
2016-03-04,3분위수,35.0,196.0,9957.0,266.0,6828.0
2016-03-04,4분위수,70.0,273.0,10723.0,448.0,8653.0
2016-03-05,1분위수,42.0,224.0,8021.0,238.0,5509.0
2016-03-05,2분위수,63.0,252.0,9576.0,350.0,7520.0
2016-03-05,3분위수,63.0,210.0,8357.0,315.0,7325.0
2016-03-05,4분위수,84.0,336.0,8837.0,539.0,8021.0
2016-03-06,1분위수,161.0,196.0,8174.0,196.0,5196.0
2016-03-06,2분위수,175.0,315.0,9600.0,259.0,6721.0
2016-03-06,3분위수,112.0,301.0,8565.0,266.0,6607.0
2016-03-06,4분위수,259.0,322.0,9977.0,448.0,9312.0
2016-03-07,1분위수,77.0,196.0,6845.0,329.0,3617.0
2016-03-07,2분위수,91.0,112.0,8280.0,322.0,5300.0
2016-03-07,3분위수,210.0,231.0,8169.0,322.0,5275.0
2016-03-07,4분위수,210.0,350.0,11328.0,637.0,8438.0
2016-03-08,1분위수,70.0,175.0,7492.0,322.0,4142.0
2016-03-08,2분위수,84.0,154.0,8133.0,315.0,5961.0
2016-03-08,3분위수,84.0,189.0,8139.0,357.0,5118.0
2016-03-08,4분위수,133.0,217.0,10442.0,427.0,7900.0
2016-03-09,1분위수,35.0,154.0,7578.0,189.0,4352.0
2016-03-09,2분위수,56.0,217.0,9006.0,224.0,4281.0
2016-03-09,3분위수,49.0,203.0,9266.0,280.0,4924.0
2016-03-09,4분위수,175.0,315.0,10553.0,399.0,8914.0
2016-03-10,1분위수,77.0,112.0,7759.0,224.0,3968.0
2016-03-10,2분위수,56.0,224.0,8071.0,308.0,4929.0
2016-03-10,3분위수,14.0,168.0,8269.0,301.0,4885.0
2016-03-10,4분위수,77.0,441.0,9444.0,574.0,8988.0
2016-03-11,1분위수,35.0,154.0,8689.0,336.0,4627.0
2016-03-11,2분위수,21.0,147.0,8657.0,399.0,6328.0
2016-03-11,3분위수,98.0,217.0,9750.0,490.0,5457.0
2016-03-11,4분위수,126.0,280.0,9890.0,525.0,7877.0
2016-03-12,1분위수,14.0,175.0,8864.0,252.0,5711.0
2016-03-12,2분위수,49.0,168.0,8124.0,259.0,6260.0
2016-03-12,3분위수,63.0,217.0,8740.0,378.0,6302.0
2016-03-12,4분위수,133.0,322.0,10477.0,567.0,9366.0
2016-03-13,1분위수,28.0,119.0,8381.0,273.0,5332.0
2016-03-13,2분위수,84.0,273.0,8422.0,287.0,6571.0
2016-03-13,3분위수,112.0,126.0,7766.0,448.0,7355.0
2016-03-13,4분위수,140.0,371.0,9352.0,567.0,9121.0
2016-03-14,1분위수,21.0,196.0,7528.0,252.0,3626.0
2016-03-14,2분위수,35.0,105.0,8140.0,399.0,5454.0
2016-03-14,3분위수,49.0,210.0,9474.0,273.0,5336.0
2016-03-14,4분위수,119.0,259.0,10328.0,609.0,8783.0
2016-03-15,1분위수,28.0,168.0,7840.0,343.0,4558.0
2016-03-15,2분위수,49.0,252.0,9558.0,315.0,4906.0
2016-03-15,3분위수,56.0,231.0,9069.0,182.0,5004.0
2016-03-15,4분위수,112.0,336.0,10531.0,420.0,7836.0
2016-03-16,1분위수,56.0,203.0,8488.0,238.0,4175.0
2016-03-16,2분위수,84.0,259.0,8527.0,308.0,5379.0
2016-03-16,3분위수,49.0,168.0,8455.0,427.0,6074.0
2016-03-16,4분위수,98.0,364.0,10258.0,490.0,9520.0
2016-03-17,1분위수,21.0,238.0,7381.0,273.0,4874.0
2016-03-17,2분위수,56.0,252.0,8187.0,399.0,5771.0
2016-03-17,3분위수,42.0,154.0,8434.0,371.0,5430.0
2016-03-17,4분위수,84.0,252.0,11744.0,567.0,9242.0
2016-03-18,1분위수,42.0,147.0,8520.0,273.0,6066.0
2016-03-18,2분위수,56.0,266.0,10344.0,371.0,6766.0
2016-03-18,3분위수,56.0,329.0,8717.0,427.0,7064.0
2016-03-18,4분위수,98.0,420.0,10568.0,651.0,8511.0
2016-03-19,1분위수,42.0,245.0,8732.0,224.0,6218.0
2016-03-19,2분위수,105.0,266.0,8341.0,266.0,7844.0
2016-03-19,3분위수,49.0,189.0,9717.0,371.0,8201.0
2016-03-19,4분위수,105.0,322.0,8873.0,441.0,9301.0
2016-03-20,1분위수,42.0,147.0,8387.0,224.0,5989.0
2016-03-20,2분위수,98.0,245.0,8813.0,238.0,7173.0
2016-03-20,3분위수,91.0,259.0,9824.0,406.0,7319.0
2016-03-20,4분위수,224.0,196.0,10408.0,602.0,9053.0
2016-03-21,1분위수,63.0,280.0,6892.0,231.0,4166.0
2016-03-21,2분위수,133.0,231.0,8322.0,357.0,5081.0
2016-03-21,3분위수,98.0,287.0,8729.0,182.0,5658.0
2016-03-21,4분위수,112.0,385.0,10590.0,539.0,8390.0
2016-03-22,1분위수,49.0,224.0,7807.0,252.0,5181.0
2016-03-22,2분위수,63.0,189.0,8362.0,280.0,5695.0
2016-03-22,3분위수,84.0,196.0,9067.0,336.0,4897.0
2016-03-22,4분위수,98.0,252.0,11160.0,609.0,8063.0
2016-03-23,1분위수,28.0,210.0,6959.0,210.0,4520.0
2016-03-23,2분위수,35.0,273.0,8580.0,357.0,6001.0
2016-03-23,3분위수,49.0,189.0,8687.0,273.0,5492.0
2016-03-23,4분위수,133.0,280.0,10900.0,504.0,9913.0
2016-03-24,1분위수,98.0,231.0,8406.0,280.0,4896.0
2016-03-24,2분위수,63.0,182.0,9334.0,406.0,6840.0
2016-03-24,3분위수,133.0,210.0,8297.0,371.0,6040.0
2016-03-24,4분위수,77.0,308.0,9884.0,462.0,8877.0
2016-03-25,1분위수,14.0,168.0,9047.0,210.0,6162.0
2016-03-25,2분위수,14.0,287.0,7914.0,434.0,6838.0
2016-03-25,3분위수,63.0,266.0,8761.0,252.0,6683.0
2016-03-25,4분위수,147.0,301.0,10315.0,518.0,8348.0
2016-03-26,1분위수,35.0,154.0,8676.0,168.0,5961.0
2016-03-26,2분위수,105.0,175.0,8756.0,476.0,7606.0
2016-03-26,3분위수,77.0,259.0,9445.0,329.0,7097.0
2016-03-26,4분위수,126.0,287.0,9636.0,504.0,10184.0
2016-03-27,1분위수,49.0,252.0,8216.0,280.0,5714.0
2016-03-27,2분위수,126.0,294.0,8183.0,434.0,7440.0
2016-03-27,3분위수,140.0,273.0,8062.0,287.0,8014.0
2016-03-27,4분위수,77.0,385.0,8827.0,693.0,9916.0
2016-03-28,1분위수,49.0,245.0,7217.0,259.0,5028.0
2016-03-28,2분위수,49.0,231.0,9247.0,357.0,7050.0
2016-03-28,3분위수,56.0,189.0,9077.0,371.0,5864.0
2016-03-28,4분위수,91.0,315.0,10544.0,511.0,8450.0
2016-03-29,1분위수,70.0,168.0,7341.0,231.0,5180.0
2016-03-29,2분위수,56.0,252.0,8442.0,385.0,6704.0
2016-03-29,3분위수,84.0,224.0,8018.0,280.0,6238.0
2016-03-29,4분위수,175.0,336.0,9927.0,448.0,9385.0
2016-03-30,1분위수,56.0,294.0,7746.0,238.0,5980.0
2016-03-30,2분위수,133.0,217.0,8747.0,364.0,6508.0
2016-03-30,3분위수,168.0,210.0,9276.0,294.0,6483.0
2016-03-30,4분위수,210.0,315.0,11334.0,497.0,10304.0
2016-03-31,1분위수,35.0,259.0,7842.0,224.0,6370.0
2016-03-31,2분위수,56.0,301.0,9175.0,294.0,6286.0
2016-03-31,3분위수,112.0,168.0,9026.0,231.0,7019.0
2016-03-31,4분위수,105.0,539.0,9171.0,448.0,8204.0
2016-04-01,1분위수,77.0,224.0,7992.0,259.0,6466.0
2016-04-01,2분위수,42.0,196.0,9035.0,420.0,7534.0
2016-04-01,3분위수,112.0,196.0,9120.0,280.0,7203.0
2016-04-01,4분위수,91.0,392.0,9841.0,616.0,9223.0
2016-04-02,1분위수,42.0,168.0,7942.0,217.0,7011.0
2016-04-02,2분위수,84.0,196.0,9655.0,413.0,8050.0
2016-04-02,3분위수,91.0,210.0,8673.0,259.0,7459.0
2016-04-02,4분위수,203.0,308.0,9712.0,574.0,8605.0
2016-04-03,1분위수,7.0,196.0,7975.0,210.0,5849.0
2016-04-03,2분위수,77.0,231.0,8990.0,413.0,6479.0
2016-04-03,3분위수,42.0,315.0,9539.0,294.0,6186.0
2016-04-03,4분위수,126.0,329.0,10377.0,616.0,9307.0
2016-04-04,1분위수,35.0,147.0,7009.0,217.0,5135.0
2016-04-04,2분위수,105.0,343.0,7578.0,287.0,6583.0
2016-04-04,3분위수,42.0,238.0,7470.0,259.0,6580.0
2016-04-04,4분위수,105.0,315.0,9252.0,630.0,10206.0
2016-04-05,1분위수,7.0,266.0,7337.0,266.0,5662.0
2016-04-05,2분위수,35.0,322.0,9846.0,322.0,6685.0
2016-04-05,3분위수,56.0,224.0,7696.0,287.0,6637.0
2016-04-05,4분위수,147.0,406.0,9673.0,371.0,8898.0
2016-04-06,1분위수,63.0,196.0,7663.0,280.0,5677.0
2016-04-06,2분위수,35.0,217.0,8623.0,469.0,7422.0
2016-04-06,3분위수,49.0,308.0,8357.0,392.0,7024.0
2016-04-06,4분위수,161.0,413.0,8996.0,504.0,8575.0
2016-04-07,1분위수,42.0,182.0,7992.0,322.0,6553.0
2016-04-07,2분위수,21.0,273.0,8626.0,413.0,6876.0
2016-04-07,3분위수,28.0,308.0,9893.0,336.0,7069.0
2016-04-07,4분위수,133.0,287.0,10065.0,644.0,8205.0
2016-04-08,1분위수,42.0,210.0,8259.0,196.0,6825.0
2016-04-08,2분위수,84.0,336.0,9822.0,343.0,7201.0
2016-04-08,3분위수,84.0,224.0,9492.0,385.0,7282.0
2016-04-08,4분위수,126.0,259.0,10650.0,637.0,9556.0
2016-04-09,1분위수,210.0,301.0,8704.0,140.0,5951.0
2016-04-09,2분위수,161.0,273.0,10956.0,357.0,8489.0
2016-04-09,3분위수,161.0,301.0,8805.0,441.0,7735.0
2016-04-09,4분위수,259.0,301.0,9588.0,532.0,9638.0
2016-04-10,1분위수,238.0,133.0,8165.0,336.0,6578.0
2016-04-10,2분위수,147.0,252.0,8196.0,343.0,7865.0
2016-04-10,3분위수,259.0,224.0,9726.0,476.0,7568.0
2016-04-10,4분위수,182.0,357.0,10972.0,665.0,10021.0
2016-04-11,1분위수,63.0,105.0,7570.0,224.0,5963.0
2016-04-11,2분위수,77.0,245.0,7915.0,357.0,7070.0
2016-04-11,3분위수,105.0,224.0,9734.0,343.0,7489.0
2016-04-11,4분위수,126.0,462.0,10792.0,525.0,8958.0
