date.gs,마스크_01,스타킹_01,스테디셀러_01,일회용품_01,"계절성(여름,겨울)_01",마스크_02,스타킹_02,스테디셀러_02,일회용품_02,"계절성(여름,겨울)_02",마스크_03,스타킹_03,스테디셀러_03,일회용품_03,"계절성(여름,겨울)_03",마스크_04,스타킹_04,스테디셀러_04,일회용품_04,"계절성(여름,겨울)_04",스테디셀러_la,우상향상품_la,"계절성(가을,겨울)_la",계절성(여름)_la,최대기온,최대풍속,최소기온,평균기온,평균풍속,총강수량,일교차,미세먼지농도(㎍/㎥),미세먼지언급량,맛집언급량,취미언급량,건강언급량,데이터언급량
2016-01-11,35.0,77.0,7717.0,336.0,3727.0,14.0,112.0,8502.0,294.0,4443.0,70.0,56.0,8457.0,287.0,4417.0,154.0,217.0,11223.0,364.0,7616.0,38274.0,7239.0,3930.0,5454.0,1.068,3.64,-5.7440000000000015,-3.0760000000000014,1.744,0.0,6.812,41.0,432,7031,2489,9407,3285
2016-01-12,70.0,98.0,7788.0,280.0,4137.0,42.0,140.0,7697.0,266.0,5064.0,42.0,70.0,8649.0,315.0,4024.0,84.0,308.0,9272.0,532.0,7174.0,41335.0,7717.0,3889.0,5998.0,0.6759999999999999,3.576,-8.064,-4.2559999999999985,1.5959999999999996,0.0,8.739999999999998,49.0,373,6500,2357,8905,2913
2016-01-13,28.0,49.0,7930.0,308.0,4108.0,77.0,147.0,9121.0,336.0,4688.0,21.0,126.0,8665.0,266.0,4726.0,140.0,266.0,9970.0,469.0,8928.0,41338.0,7170.0,4293.0,4980.0,0.3559999999999999,4.188,-7.544,-3.7399999999999993,1.5679999999999996,0.02,7.9,35.0,294,6522,2476,8769,2949
2016-01-14,28.0,91.0,8008.0,217.0,3641.0,28.0,147.0,7902.0,273.0,4841.0,35.0,154.0,9022.0,343.0,4310.0,84.0,161.0,10856.0,546.0,8011.0,37505.0,8593.0,3233.0,5930.0,1.12,3.292,-7.608,-2.932,1.204,0.0,8.728000000000002,42.0,287,6227,2325,8509,2616
2016-01-15,28.0,112.0,9217.0,308.0,4899.0,21.0,140.0,8970.0,329.0,5610.0,70.0,119.0,8736.0,301.0,5239.0,147.0,350.0,9521.0,560.0,8531.0,44032.0,7275.0,5604.0,5091.0,4.676,2.6719999999999997,-3.4240000000000004,0.028000000000000053,1.1,0.0,8.1,42.0,377,6140,2524,8228,2651
2016-01-16,14.0,105.0,8079.0,259.0,4755.0,14.0,140.0,9138.0,399.0,5888.0,35.0,140.0,9649.0,336.0,6159.0,28.0,294.0,9949.0,448.0,8870.0,43305.0,7717.0,5307.0,5745.0,3.4800000000000004,3.016,-2.144,0.20000000000000007,1.568,0.0,5.624,57.0,611,4696,2275,5864,2860
2016-01-17,7.0,112.0,7781.0,266.0,4772.0,56.0,105.0,8851.0,287.0,5596.0,35.0,112.0,9085.0,343.0,6238.0,84.0,371.0,9669.0,560.0,8841.0,50531.0,5453.0,4473.0,5414.0,5.6800000000000015,3.1,-0.8040000000000002,2.0240000000000005,1.3359999999999996,0.0,6.484000000000001,62.0,539,4841,2237,5097,2590
2016-01-18,56.0,77.0,7267.0,224.0,2798.0,84.0,126.0,9036.0,273.0,4605.0,112.0,126.0,7774.0,315.0,3662.0,168.0,287.0,8742.0,483.0,8166.0,36736.0,6039.0,4440.0,5130.0,1.676,5.998666666666668,-11.167999999999996,-5.304000000000001,3.1106666666666665,0.0,12.844000000000005,63.0,562,6743,2369,8935,2958
2016-01-19,63.0,98.0,7989.0,322.0,2789.0,28.0,133.0,8741.0,343.0,4157.0,175.0,98.0,9151.0,280.0,4021.0,238.0,273.0,10393.0,497.0,7586.0,40496.0,5821.0,4400.0,6441.0,-7.660000000000001,5.945333333333335,-14.059999999999995,-11.475999999999999,3.345333333333333,0.0,6.399999999999998,45.0,503,6483,2420,9744,2894
2016-01-20,63.0,42.0,8172.0,301.0,4071.0,70.0,98.0,8709.0,301.0,4628.0,63.0,98.0,8162.0,217.0,5050.0,105.0,168.0,10218.0,427.0,7544.0,41809.0,7718.0,5095.0,5488.0,-5.38,3.024,-13.828,-9.639999999999997,1.388,0.0,8.447999999999999,35.0,372,5832,2292,9072,2503
2016-01-21,42.0,105.0,7772.0,280.0,3329.0,35.0,147.0,8139.0,343.0,5196.0,63.0,112.0,9305.0,259.0,4292.0,126.0,252.0,9967.0,441.0,7909.0,44368.0,7863.0,5239.0,5703.0,-2.108,3.2560000000000002,-9.62,-6.388,1.3440000000000003,0.0,7.5120000000000005,47.0,282,6279,2521,9073,2564
2016-01-22,56.0,119.0,8470.0,224.0,4013.0,28.0,119.0,10081.0,336.0,5043.0,35.0,49.0,8365.0,238.0,4501.0,91.0,245.0,9317.0,574.0,8130.0,47107.0,6406.0,4619.0,6842.0,-3.0200000000000005,3.46,-10.311999999999998,-6.740000000000001,1.5959999999999994,0.0,7.292000000000002,49.0,311,6593,2655,9265,2977
2016-01-23,84.0,112.0,8980.0,224.0,4458.0,77.0,133.0,8362.0,329.0,5334.0,77.0,105.0,8993.0,308.0,5555.0,147.0,378.0,11124.0,406.0,8122.0,42094.0,7647.0,5457.0,6399.0,-7.092000000000001,5.515999999999999,-15.095999999999998,-10.468000000000002,2.9079999999999995,0.0,8.004000000000001,32.0,169,5328,2658,6845,2802
2016-01-24,28.0,84.0,8192.0,259.0,4028.0,119.0,133.0,8508.0,406.0,4890.0,77.0,28.0,8120.0,308.0,5423.0,217.0,231.0,9200.0,574.0,8174.0,41736.0,5165.0,5205.0,6258.0,-9.927999999999999,4.104000000000001,-17.243999999999996,-13.484000000000002,2.2999999999999994,0.0,7.315999999999999,37.0,162,5316,2502,6863,2912
2016-01-25,35.0,35.0,7452.0,322.0,3205.0,56.0,147.0,8271.0,357.0,4708.0,35.0,98.0,9174.0,364.0,3992.0,105.0,154.0,9882.0,469.0,8084.0,39112.0,7683.0,4984.0,7091.0,-3.524,3.2560000000000002,-13.735999999999999,-8.556000000000001,1.412,0.0,10.212000000000002,48.0,282,7160,3102,10880,3594
2016-01-26,56.0,21.0,7435.0,210.0,3887.0,14.0,70.0,8200.0,252.0,4959.0,28.0,112.0,9130.0,357.0,4571.0,70.0,266.0,10644.0,378.0,8018.0,44732.0,5968.0,4766.0,5491.0,2.108,3.4760000000000004,-7.719999999999999,-2.6000000000000005,1.324,0.0,9.828,72.0,497,6793,2792,10104,3434
2016-01-27,21.0,112.0,8880.0,273.0,3746.0,56.0,112.0,9563.0,273.0,5347.0,56.0,77.0,9376.0,315.0,4711.0,126.0,252.0,9044.0,511.0,9158.0,42570.0,6693.0,3965.0,6034.0,3.9080000000000013,3.4920000000000004,-4.02,-0.3720000000000001,1.3839999999999997,0.0,7.928,55.0,991,6665,2927,10177,3425
2016-01-28,56.0,91.0,8241.0,301.0,4120.0,42.0,189.0,9358.0,406.0,5136.0,63.0,196.0,8105.0,294.0,4737.0,77.0,210.0,9551.0,427.0,8960.0,34148.0,6440.0,4182.0,6074.0,3.784,2.9239999999999986,-5.1560000000000015,-0.016000000000000004,1.1399999999999997,0.0,8.94,44.0,944,6504,3039,9723,3354
2016-01-29,42.0,105.0,8051.0,266.0,5019.0,21.0,203.0,8579.0,231.0,6260.0,49.0,133.0,9365.0,266.0,5916.0,91.0,343.0,8715.0,567.0,7192.0,38822.0,7319.0,3815.0,5819.0,5.936,3.32,-1.012,2.336,1.5520000000000005,0.0,6.947999999999999,36.0,507,6337,3026,9796,3310
2016-01-30,49.0,98.0,7742.0,196.0,5185.0,21.0,196.0,9419.0,336.0,5823.0,21.0,182.0,8713.0,287.0,6458.0,77.0,252.0,11288.0,616.0,7714.0,38375.0,6515.0,4695.0,6254.0,5.363999999999999,3.3440000000000003,-2.2960000000000003,1.096,1.384,0.0,7.66,41.0,210,4757,2685,6276,3579
2016-01-31,28.0,70.0,7440.0,238.0,4491.0,21.0,119.0,8042.0,329.0,6006.0,49.0,168.0,9847.0,315.0,5166.0,119.0,322.0,9589.0,392.0,8904.0,43917.0,7023.0,4914.0,6438.0,0.816,3.92,-5.6880000000000015,-3.016,2.04,0.0,6.504000000000002,38.0,216,5036,2568,6106,3204
2016-02-01,35.0,63.0,7094.0,322.0,3429.0,56.0,196.0,7787.0,301.0,4112.0,42.0,126.0,8727.0,336.0,3791.0,119.0,273.0,10354.0,637.0,9028.0,40277.0,7497.0,4399.0,4609.0,-0.8080000000000002,3.772,-8.464,-5.24,1.892,0.0,7.6560000000000015,39.0,314,6628,3012,9674,3432
2016-02-02,49.0,63.0,7396.0,224.0,3658.0,35.0,140.0,8412.0,252.0,4103.0,14.0,210.0,7162.0,308.0,4633.0,119.0,301.0,10579.0,378.0,7679.0,40787.0,7169.0,3529.0,6183.0,0.588,3.3519999999999994,-9.212,-4.436,1.432,0.0,9.8,42.0,303,6282,2835,9332,3262
2016-02-03,35.0,133.0,7266.0,329.0,3424.0,35.0,161.0,6977.0,336.0,4931.0,35.0,154.0,8633.0,273.0,4905.0,77.0,210.0,10336.0,546.0,8516.0,42208.0,8190.0,3563.0,5748.0,3.9239999999999986,3.428,-7.6,-1.932,1.2360000000000002,0.0,11.524000000000004,51.0,411,6102,2715,9226,3129
2016-02-04,28.0,119.0,7096.0,336.0,3482.0,28.0,280.0,9419.0,322.0,5246.0,35.0,98.0,8312.0,266.0,4535.0,112.0,343.0,10111.0,602.0,7572.0,41149.0,7353.0,4075.0,6072.0,4.8039999999999985,4.164,-3.3720000000000003,0.216,1.6759999999999995,0.0,8.175999999999998,50.0,568,5891,2413,8995,3007
2016-02-05,28.0,119.0,7360.0,238.0,4137.0,21.0,112.0,8885.0,350.0,5110.0,42.0,154.0,9576.0,252.0,5066.0,91.0,427.0,10817.0,504.0,9461.0,47288.0,8336.0,4766.0,5778.0,3.492,3.728000000000001,-5.908,-1.34,1.6080000000000003,0.0,9.4,41.0,299,5662,2701,8918,3283
2016-02-06,49.0,77.0,7700.0,238.0,3926.0,7.0,126.0,7476.0,301.0,5356.0,56.0,77.0,8994.0,287.0,5849.0,91.0,252.0,10856.0,532.0,9014.0,36083.0,8082.0,4763.0,6982.0,1.9720000000000004,3.82,-5.571999999999999,-2.3200000000000003,1.8679999999999997,0.0,7.544,47.0,163,4128,2338,5838,2947
2016-02-07,28.0,49.0,6761.0,273.0,4473.0,70.0,84.0,8601.0,287.0,5001.0,98.0,112.0,8120.0,315.0,4987.0,77.0,196.0,11366.0,539.0,9810.0,41078.0,7391.0,3383.0,4508.0,2.9720000000000004,3.324,-7.652,-2.272,1.3,0.0,10.624000000000002,42.0,130,3801,2509,5626,2869
2016-02-08,14.0,42.0,8029.0,273.0,5459.0,56.0,147.0,8508.0,420.0,6529.0,28.0,70.0,8531.0,294.0,7204.0,77.0,196.0,10753.0,441.0,9395.0,31781.0,4764.0,3889.0,4581.0,6.5360000000000005,5.672000000000001,-3.3400000000000007,2.0680000000000005,2.2680000000000002,0.0,9.876,65.0,229,3092,2430,6218,2668
2016-02-09,21.0,91.0,7372.0,210.0,4631.0,77.0,105.0,9127.0,350.0,4913.0,28.0,133.0,8627.0,371.0,5881.0,42.0,154.0,9898.0,567.0,9299.0,46149.0,9177.0,4984.0,6320.0,6.1439999999999975,5.1080000000000005,-2.3,1.3999999999999997,2.188,0.0,8.443999999999999,46.0,288,3692,2474,5484,2998
2016-02-10,35.0,84.0,6916.0,217.0,3865.0,28.0,105.0,9052.0,259.0,6024.0,28.0,161.0,7485.0,315.0,4965.0,154.0,245.0,10523.0,539.0,7338.0,40676.0,9797.0,4657.0,6109.0,9.964,2.592,-3.536,2.8560000000000003,0.992,0.0,13.499999999999998,31.0,208,4897,2864,7290,3200
2016-02-11,42.0,84.0,6919.0,336.0,3681.0,77.0,231.0,7941.0,287.0,4750.0,28.0,119.0,7396.0,294.0,4854.0,77.0,259.0,10527.0,455.0,9738.0,34989.0,11329.0,4440.0,7709.0,13.996000000000002,3.82,1.288,8.267999999999999,1.864,0.16,12.708000000000002,36.0,339,6408,3249,8910,4001
2016-02-12,28.0,105.0,7385.0,203.0,4048.0,21.0,210.0,9118.0,315.0,4872.0,28.0,91.0,7380.0,294.0,4835.0,49.0,343.0,10457.0,518.0,8665.0,54035.0,9787.0,4070.0,7750.0,10.484000000000002,3.868,7.224000000000001,8.94,1.696,16.12,3.26,26.0,290,6302,2934,8773,3791
2016-02-13,14.0,140.0,7512.0,196.0,4335.0,35.0,238.0,8655.0,392.0,5768.0,91.0,182.0,8984.0,301.0,5118.0,42.0,266.0,9182.0,595.0,8399.0,36882.0,10341.0,3565.0,5891.0,15.328,5.332000000000002,6.240000000000001,11.388000000000002,1.8120000000000005,19.72,9.088,12.0,194,4775,2808,6235,3371
2016-02-14,42.0,63.0,7809.0,273.0,3570.0,56.0,196.0,8916.0,350.0,4989.0,35.0,133.0,7823.0,392.0,5512.0,161.0,343.0,9726.0,567.0,9264.0,36879.0,9430.0,4364.0,7237.0,6.3359999999999985,5.2719999999999985,-5.76,-1.6879999999999995,2.9199999999999995,1.02,12.096000000000002,27.0,162,4793,2839,6298,3913
2016-02-15,77.0,126.0,7535.0,224.0,2774.0,70.0,84.0,8213.0,301.0,4300.0,56.0,119.0,7951.0,301.0,3852.0,98.0,196.0,10197.0,609.0,8015.0,42767.0,7607.0,4144.0,7133.0,-1.4480000000000002,4.700000000000001,-8.995999999999997,-5.0440000000000005,2.4200000000000004,0.0,7.547999999999999,33.0,258,6386,3215,10024,3912
2016-02-16,42.0,119.0,7802.0,203.0,3593.0,7.0,189.0,8533.0,399.0,4351.0,84.0,84.0,8648.0,336.0,4902.0,98.0,287.0,10697.0,581.0,8575.0,34806.0,7537.0,3855.0,6109.0,2.136,5.0840000000000005,-5.699999999999998,-1.74,2.08,0.6,7.836000000000001,28.0,286,6206,3068,10359,3669
2016-02-17,28.0,91.0,7383.0,259.0,3130.0,56.0,105.0,8866.0,315.0,5489.0,42.0,147.0,7690.0,392.0,4871.0,49.0,280.0,10760.0,469.0,8700.0,46522.0,7170.0,4216.0,6768.0,5.548000000000001,4.152,-4.276,0.764,1.6879999999999995,0.0,9.824,39.0,353,5964,2794,9366,3473
2016-02-18,56.0,140.0,7797.0,280.0,4174.0,49.0,273.0,9470.0,259.0,5517.0,77.0,154.0,7999.0,238.0,5045.0,105.0,294.0,10764.0,567.0,9027.0,38522.0,8264.0,4474.0,6147.0,8.408,5.5840000000000005,-0.4999999999999998,4.340000000000002,2.516,0.0,8.908000000000003,43.0,488,6241,2844,10041,3441
2016-02-19,49.0,161.0,7709.0,336.0,4084.0,84.0,203.0,8734.0,252.0,5296.0,84.0,168.0,8308.0,350.0,5166.0,126.0,322.0,10285.0,462.0,10913.0,38168.0,7459.0,2868.0,6618.0,5.472,3.3,0.7959999999999999,3.244,1.212,0.0,4.676000000000001,71.0,1316,5779,2898,9250,3485
2016-02-20,28.0,182.0,7614.0,105.0,4230.0,56.0,154.0,7886.0,336.0,6476.0,70.0,189.0,8389.0,294.0,5657.0,140.0,231.0,12088.0,595.0,8491.0,43601.0,6877.0,4770.0,6000.0,7.04,5.312,-1.4879999999999998,2.148,2.18,0.0,8.528000000000002,41.0,352,4785,2623,6069,3152
2016-02-21,42.0,105.0,8020.0,217.0,4131.0,70.0,231.0,7771.0,336.0,4996.0,42.0,147.0,9561.0,329.0,6240.0,70.0,385.0,11056.0,581.0,8945.0,36338.0,6589.0,3309.0,5742.0,4.352,4.496,-2.748,0.268,2.0400000000000005,0.0,7.1,25.0,247,4748,2809,6328,3325
2016-02-22,42.0,105.0,7284.0,273.0,3352.0,21.0,112.0,7721.0,245.0,5271.0,63.0,154.0,8281.0,273.0,4777.0,203.0,336.0,10728.0,469.0,7990.0,43742.0,7062.0,3269.0,5964.0,4.619999999999999,3.1439999999999997,-1.364,1.7800000000000002,1.236,0.0,5.984,44.0,426,6560,3239,10166,3297
2016-02-23,56.0,112.0,7421.0,294.0,3374.0,70.0,224.0,7704.0,301.0,5409.0,56.0,154.0,9232.0,266.0,4339.0,98.0,259.0,10234.0,609.0,8100.0,43931.0,8340.0,3419.0,7531.0,5.476,5.384000000000001,-3.3840000000000012,1.204,2.2680000000000002,0.04,8.86,50.0,488,6434,3230,9952,3471
2016-02-24,28.0,77.0,8497.0,371.0,3549.0,70.0,168.0,8318.0,350.0,4830.0,70.0,161.0,7470.0,252.0,4655.0,112.0,231.0,9547.0,602.0,9222.0,41884.0,6587.0,3818.0,5345.0,2.084,4.096,-5.884,-2.228,1.972,0.0,7.968,35.0,361,6333,2740,9396,3195
2016-02-25,35.0,154.0,7918.0,189.0,3471.0,35.0,196.0,9180.0,371.0,5361.0,35.0,189.0,9667.0,364.0,4248.0,112.0,273.0,10348.0,588.0,9427.0,43124.0,7536.0,4655.0,6946.0,5.6880000000000015,5.555999999999999,-4.912000000000001,0.772,2.0920000000000005,0.0,10.599999999999998,54.0,365,6290,2548,9092,3391
2016-02-26,14.0,154.0,8701.0,266.0,4675.0,21.0,210.0,9048.0,350.0,5990.0,35.0,175.0,10135.0,259.0,5394.0,63.0,273.0,10165.0,504.0,9210.0,34884.0,7572.0,4768.0,6110.0,7.416,3.892,-1.9680000000000004,2.768,1.628,0.0,9.384,49.0,876,6013,3611,8465,3320
2016-02-27,35.0,112.0,7191.0,252.0,5427.0,70.0,259.0,8383.0,287.0,5850.0,7.0,217.0,7680.0,343.0,5664.0,77.0,210.0,9796.0,525.0,10092.0,42796.0,8189.0,4619.0,7308.0,8.1,3.6799999999999993,0.7560000000000001,3.768,1.4720000000000002,0.18,7.344000000000001,59.0,660,4780,2792,5962,3048
2016-02-28,7.0,126.0,8494.0,273.0,4916.0,7.0,182.0,9234.0,322.0,5847.0,21.0,196.0,8759.0,280.0,7366.0,42.0,294.0,9312.0,553.0,8198.0,46741.0,6953.0,4365.0,5673.0,6.6400000000000015,5.048,-1.7839999999999998,1.2919999999999998,1.5599999999999996,2.48,8.424,37.0,575,5145,2828,6093,3328
2016-02-29,14.0,133.0,7692.0,182.0,3885.0,56.0,91.0,9508.0,329.0,5757.0,84.0,133.0,8531.0,378.0,4996.0,126.0,294.0,10534.0,441.0,7105.0,49906.0,8450.0,5167.0,7127.0,-0.3160000000000001,5.259999999999999,-4.56,-2.792,2.88,0.0,4.243999999999999,34.0,448,6418,2909,8758,3566
2016-03-01,35.0,196.0,8135.0,210.0,4470.0,70.0,231.0,9177.0,329.0,5721.0,14.0,161.0,8568.0,252.0,5601.0,77.0,308.0,9282.0,441.0,8231.0,53556.0,8189.0,6044.0,9127.0,2.268,4.152,-6.284,-1.8080000000000005,1.872,0.0,8.552,31.0,278,5263,2730,6281,3265
2016-03-02,21.0,161.0,7555.0,217.0,4045.0,35.0,210.0,9889.0,308.0,4766.0,28.0,217.0,9163.0,336.0,5003.0,126.0,287.0,10633.0,518.0,7750.0,86208.0,12673.0,5316.0,11719.0,8.743999999999998,5.0280000000000005,-1.496,3.704000000000001,2.132,0.0,10.24,36.0,432,6027,2801,8896,3172
2016-03-03,42.0,147.0,7079.0,210.0,4473.0,7.0,112.0,8175.0,364.0,6104.0,49.0,217.0,7243.0,322.0,5432.0,42.0,238.0,9211.0,483.0,7359.0,77055.0,11909.0,3743.0,11934.0,13.083999999999998,3.584,4.6240000000000006,8.187999999999999,1.5719999999999998,0.0,8.46,51.0,511,6126,2357,8535,3134
2016-03-04,42.0,168.0,7827.0,238.0,5399.0,56.0,175.0,10114.0,364.0,6272.0,35.0,196.0,9957.0,266.0,6828.0,70.0,273.0,10723.0,448.0,8653.0,84206.0,12093.0,5308.0,10768.0,19.268,3.5559999999999987,6.207999999999998,12.903999999999998,1.6920000000000004,0.08,13.059999999999995,56.0,566,5888,2535,8430,3136
2016-03-05,42.0,224.0,8021.0,238.0,5509.0,63.0,252.0,9576.0,350.0,7520.0,63.0,210.0,8357.0,315.0,7325.0,84.0,336.0,8837.0,539.0,8021.0,73297.0,11144.0,4510.0,9423.0,14.4,4.512,9.592,11.987999999999998,1.88,37.36,4.808,72.5,332,4778,2642,5935,3017
2016-03-06,161.0,196.0,8174.0,196.0,5196.0,175.0,315.0,9600.0,259.0,6721.0,112.0,301.0,8565.0,266.0,6607.0,259.0,322.0,9977.0,448.0,9312.0,72269.0,15557.0,5751.0,13504.0,13.284,4.0680000000000005,5.084,8.620000000000001,1.7799999999999998,0.0,8.200000000000003,89.0,1833,4775,2726,6214,3706
2016-03-07,77.0,196.0,6845.0,329.0,3617.0,91.0,112.0,8280.0,322.0,5300.0,210.0,231.0,8169.0,322.0,5275.0,210.0,350.0,11328.0,637.0,8438.0,39841.0,9171.0,3056.0,6654.0,12.384,3.248,5.207999999999998,8.687999999999999,1.236,0.0,7.176000000000001,103.0,2558,6725,2592,9420,3598
2016-03-08,70.0,175.0,7492.0,322.0,4142.0,84.0,154.0,8133.0,315.0,5961.0,84.0,189.0,8139.0,357.0,5118.0,133.0,217.0,10442.0,427.0,7900.0,34440.0,7496.0,3013.0,6621.0,7.808000000000002,4.228,-0.412,3.572,2.232,0.0,8.22,72.0,1811,6323,2592,9127,2897
2016-03-09,35.0,154.0,7578.0,189.0,4352.0,56.0,217.0,9006.0,224.0,4281.0,49.0,203.0,9266.0,280.0,4924.0,175.0,315.0,10553.0,399.0,8914.0,46762.0,7382.0,3818.0,6653.0,5.991999999999999,4.7959999999999985,-1.852,1.036,2.6000000000000005,0.0,7.8439999999999985,43.0,985,6030,2453,9086,2678
2016-03-10,77.0,112.0,7759.0,224.0,3968.0,56.0,224.0,8071.0,308.0,4929.0,14.0,168.0,8269.0,301.0,4885.0,77.0,441.0,9444.0,574.0,8988.0,41887.0,6257.0,4619.0,7023.0,3.94,5.056000000000001,-3.084,-0.06800000000000002,2.52,0.0,7.024,35.0,634,5829,2381,8809,2946
2016-03-11,35.0,154.0,8689.0,336.0,4627.0,21.0,147.0,8657.0,399.0,6328.0,98.0,217.0,9750.0,490.0,5457.0,126.0,280.0,9890.0,525.0,7877.0,35168.0,7419.0,5315.0,7378.0,4.892000000000001,4.303999999999999,-3.928,0.3,2.02,0.0,8.82,34.0,609,5440,2374,8111,2953
2016-03-12,14.0,175.0,8864.0,252.0,5711.0,49.0,168.0,8124.0,259.0,6260.0,63.0,217.0,8740.0,378.0,6302.0,133.0,322.0,10477.0,567.0,9366.0,43113.0,9430.0,4584.0,6838.0,7.168000000000003,4.396,-2.144,2.8280000000000003,1.884,0.0,9.312000000000001,43.0,336,4264,2117,5642,2877
2016-03-13,28.0,119.0,8381.0,273.0,5332.0,84.0,273.0,8422.0,287.0,6571.0,112.0,126.0,7766.0,448.0,7355.0,140.0,371.0,9352.0,567.0,9121.0,44650.0,8368.0,5566.0,8148.0,6.7040000000000015,2.972,2.192,4.2120000000000015,1.156,0.0,4.511999999999999,53.0,402,4614,2766,5447,3150
2016-03-14,21.0,196.0,7528.0,252.0,3626.0,35.0,105.0,8140.0,399.0,5454.0,49.0,210.0,9474.0,273.0,5336.0,119.0,259.0,10328.0,609.0,8783.0,44724.0,8560.0,5134.0,6979.0,9.82,3.78,1.828,5.264000000000001,1.6439999999999997,0.0,7.991999999999999,58.0,892,6202,2600,8635,3690
2016-03-15,28.0,168.0,7840.0,343.0,4558.0,49.0,252.0,9558.0,315.0,4906.0,56.0,231.0,9069.0,182.0,5004.0,112.0,336.0,10531.0,420.0,7836.0,33530.0,7427.0,3929.0,6905.0,12.424000000000005,3.5200000000000005,-0.13599999999999998,5.916,1.4360000000000002,0.0,12.56,56.5,1020,5921,2462,8719,3045
