날짜,과자,라면,마스크,맥주,면도기,생리대,생수,숙취해소제,스타킹,아이스크림,우산,탄산음료,네일,립컬러,립케어,마스크팩,바디로션,선케어,제모제,체중조절,크림로션,훼이셜클렌저,미세먼지언급량,맛집언급량,취미언급량,건강언급량,데이터언급량,지역번호,최대기온,최대풍속,최소기온,평균기온,평균풍속,총강수량,일교차,미세먼지농도(㎍/㎥)
2016-01-15,43358.0,25615.0,364.0,11656.0,371.0,2268.0,7901.0,3683.0,1130.0,12463.0,,3336.0,1455.0,6951.0,9543.0,70337.0,7940.0,471.0,254.0,1490.0,11843.0,7138.0,377,6140,2524,8228,2651,406.68,4.676,2.6719999999999993,-3.4240000000000004,0.028000000000000053,1.1,0.0,8.1,42.0
2016-01-16,44506.0,23776.0,91.0,14643.0,287.0,1733.0,7131.0,3498.0,1299.0,14948.0,154.0,3580.0,1052.0,6957.0,11875.0,68108.0,8417.0,797.0,36.0,1234.0,11590.0,8049.0,611,4696,2275,5864,2860,406.68,3.4800000000000004,3.0159999999999996,-2.144,0.20000000000000007,1.568,0.0,5.624,57.0
2016-01-17,42082.0,22731.0,182.0,11281.0,329.0,2002.0,6340.0,2091.0,700.0,15265.0,28.0,3415.0,1235.0,6335.0,8121.0,61290.0,8452.0,870.0,181.0,1416.0,9656.0,7172.0,539,4841,2237,5097,2590,406.68,5.6800000000000015,3.1,-0.8040000000000002,2.0240000000000005,1.3359999999999996,0.0,6.484000000000001,62.0
2016-01-18,33753.0,23981.0,420.0,8986.0,294.0,2059.0,5034.0,1233.0,841.0,7415.0,56.0,2401.0,1455.0,5313.0,8526.0,67858.0,7863.0,507.0,108.0,1089.0,8161.0,6850.0,562,6743,2369,8935,2958,406.68,1.676,5.998666666666667,-11.167999999999997,-5.304000000000001,3.1106666666666665,0.0,12.844000000000003,63.0
2016-01-19,37741.0,28912.0,504.0,9663.0,217.0,1895.0,5522.0,2020.0,793.0,7129.0,,2469.0,1710.0,4111.0,8011.0,58041.0,8015.0,507.0,144.0,688.0,9582.0,5790.0,503,6483,2420,9744,2894,406.68,-7.660000000000001,5.945333333333335,-14.059999999999995,-11.476,3.345333333333333,0.0,6.399999999999998,45.0
2016-01-20,42401.0,26438.0,406.0,9408.0,252.0,2087.0,5947.0,1956.0,476.0,8650.0,7.0,2915.0,1891.0,7213.0,13232.0,109747.0,11403.0,941.0,180.0,1524.0,15313.0,8453.0,372,5832,2292,9072,2503,406.68,-5.38,3.0239999999999996,-13.828,-9.639999999999997,1.3880000000000001,0.0,8.447999999999999,35.0
2016-01-21,40383.0,26672.0,266.0,10272.0,224.0,2129.0,6207.0,3323.0,792.0,8588.0,,3233.0,1601.0,9655.0,16476.0,107919.0,11371.0,1666.0,109.0,1600.0,14183.0,8964.0,282,6279,2521,9073,2564,406.68,-2.1079999999999997,3.256,-9.62,-6.388,1.3440000000000003,0.0,7.512,47.0
2016-01-22,44921.0,27459.0,210.0,11456.0,427.0,1940.0,6456.0,3106.0,786.0,9890.0,,3112.0,1200.0,8380.0,14105.0,112190.0,10678.0,907.0,109.0,1748.0,15858.0,9803.0,311,6593,2655,9265,2977,406.68,-3.0200000000000005,3.46,-10.311999999999998,-6.740000000000001,1.5959999999999994,0.0,7.292000000000001,49.0
2016-01-23,53853.0,26806.0,674.0,14220.0,315.0,1792.0,5655.0,3125.0,806.0,11613.0,,3218.0,1199.0,9512.0,16073.0,79862.0,11767.0,870.0,180.0,980.0,13628.0,8341.0,169,5328,2658,6845,2802,406.68,-7.092000000000001,5.515999999999999,-15.095999999999998,-10.468000000000002,2.9079999999999995,0.0,8.004000000000001,32.0
2016-01-24,50672.0,24582.0,504.0,11435.0,266.0,1655.0,3846.0,1505.0,476.0,12130.0,,2920.0,944.0,5534.0,11626.0,92309.0,8850.0,1016.0,36.0,1053.0,10821.0,7249.0,162,5316,2502,6863,2912,406.68,-9.928,4.104000000000001,-17.243999999999996,-13.484000000000002,2.2999999999999994,0.0,7.315999999999999,37.0
2016-01-25,35585.0,23995.0,301.0,9200.0,287.0,2247.0,5885.0,2128.0,526.0,8668.0,,2773.0,2185.0,6592.0,9873.0,71684.0,9039.0,1125.0,144.0,1126.0,11955.0,8121.0,282,7160,3102,10880,3594,406.68,-3.5239999999999996,3.256,-13.736,-8.556,1.412,0.0,10.212000000000002,48.0
2016-01-26,35403.0,26630.0,203.0,9255.0,329.0,1878.0,6548.0,2753.0,596.0,9276.0,231.0,2963.0,1745.0,5865.0,9691.0,77525.0,8016.0,689.0,72.0,1748.0,12317.0,8014.0,497,6793,2792,10104,3434,406.68,2.108,3.4760000000000004,-7.719999999999999,-2.6000000000000005,1.324,0.0,9.828,72.0
2016-01-27,38259.0,25215.0,259.0,9786.0,224.0,2036.0,6867.0,2682.0,749.0,9718.0,7.0,3230.0,1926.0,5898.0,9181.0,74460.0,8556.0,906.0,253.0,1235.0,11808.0,7101.0,991,6665,2927,10177,3425,406.68,3.908000000000001,3.4920000000000004,-4.02,-0.37200000000000005,1.3839999999999997,0.0,7.928,55.0
2016-01-28,35506.0,25734.0,238.0,10137.0,392.0,2276.0,7538.0,2759.0,953.0,9725.0,,3561.0,1051.0,7177.0,9619.0,80259.0,7027.0,907.0,108.0,981.0,11591.0,6992.0,944,6504,3039,9723,3354,406.68,3.7839999999999994,2.923999999999999,-5.1560000000000015,-0.016000000000000004,1.1399999999999997,0.0,8.94,44.0
2016-01-29,40753.0,25926.0,266.0,12678.0,294.0,2348.0,7541.0,3747.0,1030.0,13259.0,7.0,3961.0,1855.0,7252.0,8193.0,87084.0,6448.0,506.0,217.0,1052.0,12577.0,8526.0,507,6337,3026,9796,3310,406.68,5.936,3.32,-1.012,2.336,1.5520000000000003,0.0,6.947999999999999,36.0
2016-01-30,45467.0,24963.0,203.0,14768.0,399.0,2093.0,7341.0,3740.0,1158.0,13731.0,,4018.0,1198.0,8272.0,8927.0,51327.0,8414.0,945.0,144.0,1489.0,17134.0,8302.0,210,4757,2685,6276,3579,406.68,5.363999999999999,3.3440000000000003,-2.2960000000000003,1.0959999999999999,1.3840000000000001,0.0,7.66,41.0
2016-01-31,40764.0,22515.0,259.0,11157.0,294.0,1403.0,5583.0,1901.0,791.0,12455.0,,3385.0,1671.0,7103.0,7651.0,59388.0,7501.0,651.0,180.0,1599.0,11950.0,7832.0,216,5036,2568,6106,3204,406.68,0.816,3.9199999999999995,-5.6880000000000015,-3.016,2.0399999999999996,0.0,6.504000000000002,38.0
2016-02-01,31181.0,21028.0,386.0,8567.0,392.0,2030.0,5839.0,1824.0,771.0,7609.0,,2471.0,834.0,6736.0,6223.0,53517.0,6591.0,868.0,144.0,1416.0,11080.0,8085.0,314,6628,3012,9674,3432,406.68,-0.8080000000000002,3.7720000000000002,-8.464,-5.24,1.892,0.0,7.656000000000001,39.0
2016-02-02,33655.0,23539.0,252.0,9272.0,210.0,1721.0,5432.0,2459.0,1009.0,8332.0,,2956.0,1417.0,6445.0,5827.0,49431.0,7101.0,907.0,181.0,1565.0,11917.0,7284.0,303,6282,2835,9332,3262,406.68,0.588,3.3519999999999994,-9.212,-4.436,1.432,0.0,9.8,42.0
2016-02-03,35680.0,22844.0,182.0,10088.0,322.0,1946.0,6022.0,2345.0,1089.0,9666.0,,2942.0,1491.0,9692.0,9510.0,61035.0,6445.0,725.0,109.0,1489.0,32675.0,8672.0,411,6102,2715,9226,3129,406.68,3.923999999999999,3.428,-7.6,-1.932,1.2360000000000002,0.0,11.524000000000003,51.0
2016-02-04,34706.0,21654.0,287.0,9265.0,189.0,2093.0,6523.0,3239.0,1108.0,8895.0,14.0,3116.0,1601.0,9803.0,8198.0,65374.0,7427.0,651.0,109.0,1927.0,33044.0,8231.0,568,5891,2413,8995,3007,406.68,4.803999999999999,4.164,-3.3720000000000003,0.21599999999999997,1.6759999999999997,0.0,8.175999999999998,50.0
2016-02-05,38585.0,22041.0,182.0,10335.0,252.0,1959.0,6285.0,2858.0,960.0,10884.0,14.0,3247.0,1488.0,10242.0,8706.0,69212.0,8671.0,651.0,216.0,1490.0,72012.0,10785.0,299,5662,2701,8918,3283,406.68,3.492,3.728000000000001,-5.9079999999999995,-1.34,1.6080000000000003,0.0,9.399999999999999,41.0
2016-02-06,38767.0,18117.0,203.0,11221.0,280.0,1664.0,6122.0,2330.0,772.0,11452.0,14.0,2894.0,1454.0,8708.0,9030.0,58043.0,6811.0,1088.0,181.0,1342.0,12431.0,7793.0,163,4128,2338,5838,2947,406.68,1.9720000000000004,3.82,-5.571999999999999,-2.3200000000000003,1.8679999999999994,0.0,7.5440000000000005,47.0
2016-02-07,33144.0,13906.0,273.0,9278.0,322.0,1486.0,4835.0,1253.0,497.0,13082.0,,2188.0,1128.0,6263.0,6887.0,41513.0,4294.0,435.0,145.0,1486.0,9291.0,5205.0,130,3801,2509,5626,2869,406.68,2.9720000000000004,3.324,-7.652,-2.272,1.3,0.0,10.624000000000002,42.0
2016-02-08,40467.0,13249.0,210.0,11468.0,196.0,1600.0,4136.0,1626.0,455.0,18761.0,28.0,2250.0,872.0,4658.0,5238.0,28378.0,2615.0,252.0,108.0,834.0,5937.0,4221.0,229,3092,2430,6218,2668,406.68,6.5360000000000005,5.672,-3.3400000000000007,2.0680000000000005,2.268,0.0,9.876,65.0
2016-02-09,35685.0,16123.0,168.0,11159.0,273.0,1522.0,4709.0,2021.0,616.0,13297.0,7.0,2222.0,2804.0,13634.0,8524.0,58335.0,5715.0,723.0,289.0,1199.0,14067.0,8008.0,288,3692,2474,5484,2998,406.68,6.143999999999998,5.1080000000000005,-2.3,1.3999999999999997,2.188,0.0,8.444,46.0
2016-02-10,34516.0,17567.0,315.0,10027.0,322.0,1635.0,5209.0,1606.0,728.0,12630.0,7.0,2809.0,3204.0,15494.0,8854.0,69501.0,7429.0,1126.0,181.0,1892.0,15382.0,10348.0,208,4897,2864,7290,3200,406.68,9.964,2.592,-3.536,2.8560000000000003,0.9919999999999999,0.0,13.499999999999998,31.0
2016-02-11,29568.0,18729.0,224.0,8441.0,252.0,2059.0,6452.0,1795.0,982.0,9505.0,1493.0,3166.0,5101.0,16261.0,8890.0,84717.0,7869.0,978.0,252.0,1745.0,15237.0,12535.0,339,6408,3249,8910,4001,406.68,13.996000000000002,3.82,1.288,8.268,1.864,0.16,12.708000000000002,36.0
2016-02-12,33919.0,21717.0,126.0,10834.0,189.0,1945.0,6036.0,3316.0,981.0,10973.0,4342.0,3196.0,2544.0,15015.0,7353.0,70851.0,6772.0,1126.0,216.0,2402.0,13523.0,9253.0,290,6302,2934,8773,3791,406.68,10.484000000000002,3.8679999999999994,7.224000000000001,8.94,1.696,16.12,3.26,26.0
2016-02-13,39020.0,19778.0,182.0,12780.0,329.0,1881.0,7157.0,3127.0,1382.0,13480.0,8189.0,3103.0,3788.0,15419.0,7870.0,63147.0,6661.0,1307.0,108.0,1273.0,21042.0,10423.0,194,4775,2808,6235,3371,406.68,15.328000000000001,5.332000000000001,6.240000000000001,11.388000000000002,1.8120000000000003,19.72,9.088000000000001,12.0
2016-02-14,41708.0,20441.0,294.0,11053.0,308.0,1979.0,5409.0,1627.0,861.0,11187.0,105.0,2908.0,3822.0,21771.0,8743.0,68660.0,7101.0,978.0,181.0,1415.0,13302.0,10603.0,162,4793,2839,6298,3913,406.68,6.335999999999999,5.271999999999999,-5.76,-1.6879999999999997,2.9199999999999995,1.02,12.096000000000002,27.0
2016-02-15,30276.0,20809.0,343.0,8355.0,224.0,2114.0,5416.0,1563.0,826.0,6903.0,161.0,2595.0,2075.0,9325.0,10566.0,64428.0,5354.0,981.0,108.0,1272.0,12797.0,8816.0,258,6386,3215,10024,3912,406.68,-1.4480000000000002,4.700000000000001,-8.995999999999997,-5.0440000000000005,2.4200000000000004,0.0,7.547999999999999,33.0
2016-02-16,32637.0,21159.0,231.0,9655.0,392.0,1952.0,5621.0,2465.0,841.0,7959.0,1023.0,2969.0,1927.0,7727.0,7028.0,50669.0,4332.0,470.0,72.0,1053.0,11372.0,7793.0,286,6206,3068,10359,3669,406.68,2.1359999999999997,5.0840000000000005,-5.699999999999999,-1.74,2.08,0.6,7.836000000000001,28.0
2016-02-17,34516.0,21951.0,210.0,9245.0,420.0,2088.0,6026.0,2619.0,939.0,9867.0,14.0,2948.0,1818.0,6483.0,7900.0,65742.0,5353.0,434.0,144.0,2292.0,11772.0,8744.0,353,5964,2794,9366,3473,406.68,5.548000000000001,4.152,-4.276,0.764,1.6879999999999997,0.0,9.824,39.0
2016-02-18,35593.0,22314.0,287.0,9188.0,322.0,1932.0,5871.0,3279.0,1346.0,11953.0,56.0,3093.0,1891.0,7650.0,7247.0,68076.0,4512.0,1017.0,144.0,1670.0,11442.0,7248.0,488,6241,2844,10041,3441,406.68,8.408,5.5840000000000005,-0.49999999999999983,4.340000000000001,2.516,0.0,8.908000000000001,43.0
2016-02-19,41272.0,22434.0,378.0,11820.0,343.0,2236.0,7281.0,2987.0,1515.0,11493.0,35.0,3549.0,1162.0,7099.0,6699.0,68190.0,5681.0,942.0,253.0,1234.0,12137.0,8196.0,1316,5779,2898,9250,3485,406.68,5.4719999999999995,3.3,0.796,3.2439999999999998,1.212,0.0,4.676000000000001,71.0
2016-02-20,43126.0,22479.0,329.0,12466.0,378.0,2242.0,8653.0,3171.0,1657.0,12896.0,7.0,3414.0,1198.0,8817.0,8308.0,75777.0,5278.0,834.0,144.0,1709.0,13269.0,8233.0,352,4785,2623,6069,3152,406.68,7.04,5.312,-1.4879999999999998,2.1479999999999997,2.18,0.0,8.528000000000002,41.0
2016-02-21,41555.0,19739.0,224.0,10330.0,399.0,1713.0,6172.0,1986.0,868.0,12993.0,21.0,2772.0,1199.0,6374.0,7249.0,59939.0,5494.0,1050.0,72.0,1382.0,11006.0,8232.0,247,4748,2809,6328,3325,406.68,4.352,4.496,-2.748,0.268,2.0400000000000005,0.0,7.1,25.0
2016-02-22,31372.0,20019.0,364.0,8311.0,294.0,2017.0,7043.0,1990.0,1031.0,9105.0,182.0,2732.0,1785.0,5642.0,7063.0,77269.0,5679.0,943.0,181.0,1378.0,9728.0,7393.0,426,6560,3239,10166,3297,406.68,4.619999999999999,3.144,-1.364,1.7800000000000002,1.236,0.0,5.984,44.0
2016-02-23,35268.0,21470.0,280.0,8783.0,273.0,1887.0,6572.0,2217.0,1052.0,9046.0,42.0,2870.0,1821.0,7903.0,5389.0,64210.0,5610.0,1127.0,217.0,1125.0,8706.0,8266.0,488,6434,3230,9952,3471,406.68,5.476,5.384000000000001,-3.384000000000001,1.204,2.268,0.04,8.86,50.0
2016-02-24,38107.0,22323.0,315.0,9325.0,294.0,1903.0,6465.0,2558.0,863.0,8886.0,28.0,3038.0,1673.0,5753.0,8598.0,60413.0,6080.0,760.0,108.0,1673.0,9001.0,7906.0,361,6333,2740,9396,3195,406.68,2.084,4.096,-5.8839999999999995,-2.228,1.972,0.0,7.968,35.0
2016-02-25,37451.0,22035.0,217.0,9117.0,336.0,2037.0,6603.0,2871.0,1016.0,9439.0,,2824.0,2147.0,7979.0,7064.0,90584.0,5789.0,834.0,218.0,1565.0,10094.0,8630.0,365,6290,2548,9092,3391,406.68,5.688000000000001,5.555999999999999,-4.912000000000001,0.772,2.0920000000000005,0.0,10.599999999999998,54.0
2016-02-26,41620.0,23518.0,133.0,11381.0,378.0,2023.0,7556.0,3709.0,1348.0,12697.0,140.0,3771.0,799.0,7393.0,7979.0,76831.0,6117.0,943.0,325.0,1602.0,8895.0,8416.0,876,6013,3611,8465,3320,406.68,7.416,3.892,-1.9680000000000004,2.7679999999999993,1.6280000000000001,0.0,9.384,49.0
2016-02-27,44469.0,20288.0,280.0,12216.0,301.0,1887.0,7869.0,3270.0,1318.0,14395.0,343.0,3217.0,1490.0,9252.0,7208.0,79020.0,5239.0,1455.0,180.0,1637.0,8237.0,8555.0,660,4780,2792,5962,3048,406.68,8.1,3.6799999999999993,0.7560000000000001,3.7680000000000002,1.4720000000000002,0.18,7.344000000000001,59.0
2016-02-28,48929.0,22153.0,77.0,12387.0,336.0,1685.0,6997.0,2429.0,1065.0,14489.0,3456.0,3595.0,1603.0,6481.0,7978.0,74203.0,5828.0,1126.0,,1454.0,7907.0,7466.0,575,5145,2828,6093,3328,406.68,6.6400000000000015,5.048,-1.7839999999999998,1.2919999999999998,1.5599999999999996,2.48,8.424,37.0
2016-02-29,41023.0,21658.0,280.0,10591.0,301.0,2017.0,6181.0,2697.0,855.0,11333.0,35.0,2806.0,1383.0,8417.0,8596.0,97408.0,7353.0,1309.0,145.0,1563.0,8963.0,10598.0,448,6418,2909,8758,3566,406.68,-0.31600000000000006,5.259999999999999,-4.56,-2.792,2.88,0.0,4.243999999999999,34.0
2016-03-01,41836.0,19800.0,245.0,11776.0,259.0,1466.0,8158.0,2175.0,1092.0,11865.0,,3175.0,1747.0,9762.0,8962.0,127986.0,8706.0,1268.0,397.0,1343.0,11881.0,15198.0,278,5263,2730,6281,3265,406.68,2.2680000000000002,4.152,-6.284,-1.8080000000000005,1.8719999999999999,0.0,8.552,31.0
2016-03-02,34157.0,21780.0,252.0,8783.0,322.0,1939.0,13865.0,2550.0,1403.0,9732.0,,2934.0,8020.0,36686.0,16408.0,586070.0,19101.0,6628.0,398.0,4369.0,41762.0,32384.0,432,6027,2801,8896,3172,406.68,8.743999999999998,5.028,-1.496,3.704000000000001,2.1319999999999997,0.0,10.24,36.0
2016-03-03,33670.0,20660.0,210.0,9667.0,238.0,1797.0,7938.0,3152.0,1539.0,12297.0,148.0,3181.0,8931.0,44538.0,12864.0,477930.0,15347.0,4073.0,397.0,3129.0,31470.0,27312.0,511,6126,2357,8535,3134,406.68,13.083999999999998,3.5839999999999996,4.6240000000000006,8.188,1.572,0.0,8.46,51.0
2016-03-04,38669.0,22762.0,203.0,12237.0,301.0,1847.0,8575.0,3625.0,2023.0,18394.0,1451.0,4853.0,7764.0,76132.0,13919.0,460012.0,14873.0,5425.0,288.0,2949.0,46652.0,24939.0,566,5888,2535,8430,3136,406.68,19.268,3.555999999999999,6.207999999999999,12.903999999999998,1.6920000000000004,0.08,13.059999999999997,56.0
2016-03-05,49771.0,23990.0,301.0,13178.0,336.0,1818.0,9601.0,3188.0,1719.0,16497.0,9362.0,3631.0,4078.0,42201.0,10603.0,285133.0,10602.0,3384.0,180.0,2110.0,39830.0,19031.0,332,4778,2642,5935,3017,406.68,14.4,4.512,9.591999999999999,11.987999999999998,1.8799999999999997,37.36,4.808,72.5
2016-03-06,42307.0,20744.0,1285.0,11230.0,301.0,1728.0,8452.0,1921.0,1697.0,16738.0,77.0,3253.0,8055.0,74819.0,14180.0,491389.0,20014.0,6772.0,616.0,2473.0,208795.0,32313.0,1833,4775,2726,6214,3706,406.68,13.283999999999999,4.0680000000000005,5.084,8.620000000000001,1.7799999999999998,0.0,8.200000000000003,89.0
2016-03-07,31380.0,21423.0,981.0,8894.0,448.0,2361.0,14714.0,2232.0,1806.0,11095.0,483.0,3183.0,1854.0,7390.0,4734.0,58661.0,4768.0,1452.0,181.0,1672.0,8999.0,8634.0,2558,6725,2592,9420,3598,406.68,12.383999999999999,3.248,5.207999999999999,8.687999999999999,1.236,0.0,7.176000000000001,103.0
2016-03-08,34382.0,24790.0,497.0,8690.0,245.0,2085.0,11725.0,2726.0,1523.0,10184.0,7.0,2785.0,1490.0,8816.0,5493.0,49907.0,4770.0,1126.0,144.0,3132.0,10199.0,9035.0,1811,6323,2592,9127,2897,406.68,7.808000000000001,4.228,-0.41200000000000003,3.572,2.2319999999999998,0.0,8.22,72.0
2016-03-09,38428.0,25095.0,399.0,8775.0,224.0,1842.0,7208.0,3043.0,1015.0,10103.0,28.0,3251.0,1415.0,7390.0,6481.0,54061.0,5132.0,1306.0,108.0,1740.0,9363.0,8595.0,985,6030,2453,9086,2678,406.68,5.991999999999999,4.795999999999999,-1.8519999999999996,1.036,2.6000000000000005,0.0,7.843999999999999,43.0
2016-03-10,38698.0,24563.0,294.0,9656.0,189.0,2255.0,6467.0,3141.0,1156.0,9943.0,49.0,2880.0,1382.0,8596.0,6406.0,49325.0,5387.0,797.0,145.0,1196.0,9330.0,8817.0,634,5829,2381,8809,2946,406.68,3.9399999999999995,5.056000000000001,-3.0839999999999996,-0.06800000000000002,2.5199999999999996,0.0,7.024,35.0
2016-03-11,42142.0,24752.0,329.0,11993.0,301.0,2338.0,8087.0,3716.0,1425.0,11898.0,,3337.0,1600.0,8920.0,8306.0,55814.0,4913.0,1452.0,433.0,2003.0,9581.0,8193.0,609,5440,2374,8111,2953,406.68,4.892000000000001,4.304,-3.928,0.3,2.02,0.0,8.82,34.0
2016-03-12,47161.0,23463.0,294.0,13106.0,238.0,2200.0,7764.0,3351.0,1664.0,15364.0,28.0,3341.0,2037.0,9948.0,8159.0,57749.0,7902.0,1855.0,399.0,1780.0,9070.0,9254.0,336,4264,2117,5642,2877,406.68,7.168000000000002,4.396,-2.144,2.8280000000000003,1.8839999999999997,0.0,9.312,43.0
2016-03-13,46331.0,23415.0,399.0,12828.0,315.0,1972.0,7607.0,1860.0,1333.0,15963.0,504.0,3520.0,1965.0,9030.0,7135.0,59351.0,8415.0,1561.0,216.0,1489.0,10421.0,10676.0,402,4614,2766,5447,3150,406.68,6.704000000000001,2.972,2.1919999999999997,4.212000000000001,1.1560000000000001,0.0,4.511999999999999,53.0
2016-03-14,32391.0,22468.0,308.0,8560.0,315.0,2275.0,7383.0,1745.0,1369.0,9387.0,28.0,2982.0,1344.0,9077.0,7542.0,60121.0,7611.0,1339.0,72.0,2147.0,9944.0,9034.0,892,6202,2600,8635,3690,406.68,9.819999999999999,3.78,1.828,5.264000000000001,1.6439999999999997,0.0,7.991999999999999,58.0
2016-03-15,32696.0,24313.0,245.0,9863.0,273.0,1895.0,8469.0,2415.0,1712.0,11481.0,7.0,3378.0,1454.0,8563.0,5570.0,52424.0,6847.0,1196.0,180.0,1707.0,8709.0,9031.0,1020,5921,2462,8719,3045,406.68,12.424000000000003,3.5200000000000005,-0.13599999999999998,5.916,1.4360000000000002,0.0,12.56,56.5
2016-03-16,36318.0,24244.0,371.0,9988.0,329.0,2057.0,7097.0,2737.0,1810.0,12826.0,28.0,3353.0,1563.0,8418.0,6339.0,62784.0,6407.0,1415.0,288.0,1561.0,8263.0,8743.0,1074,5990,2530,9104,3000,406.68,13.732000000000001,3.9360000000000004,3.1280000000000006,7.940000000000001,1.388,0.0,10.604,55.0
